type,id,lat,lon,tags
node,135633811,47.3980896,8.5399105,"{'addr:city': 'Zürich', 'addr:country': 'CH', 'addr:housenumber': '18', 'addr:postcode': '8057', 'addr:street': 'Wehntalerstrasse', 'alt_name': 'Migrol Milchbuck', 'amenity': 'fuel', 'automated': 'yes', 'branch': 'Zürich Milchbuck', 'brand': 'Migrol', 'brand:wikidata': 'Q1747771', 'brand:wikipedia': 'de:Migrol', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'fuel:octane_98': 'yes', 'name': 'Migrol Tankstelle Milchbuck', 'opening_hours': '24/7', 'operator': 'Migrol', 'payment:american_express': 'yes', 'payment:maestro': 'yes', 'payment:mastercard': 'yes', 'payment:notes': 'yes', 'payment:visa': 'yes', 'self_service': 'yes', 'shop': 'no', 'website': 'https://www.migrol.ch/de/', 'wheelchair': 'no'}"
node,148213917,47.0067564,7.1099653,"{'amenity': 'fuel', 'brand': 'Avia', 'brand:wikidata': 'Q300147', 'name': 'Avia', 'operator': 'Avia'}"
node,148466650,47.4387423,8.3478347,"{'addr:city': 'Würenlos', 'addr:postcode': '5436', 'amenity': 'fuel', 'branch': 'A1 Würenlos-Wald', 'brand': 'Shell', 'brand:wikidata': 'Q154950', 'compressed_air': 'yes', 'fuel:adblue': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_100': 'yes', 'fuel:octane_95': 'yes', 'level': '0', 'name': 'Shell Würenlos-Wald', 'opening_hours': '24/7', 'operator': 'Shell (Switzerland)', 'website': 'https://find.shell.com/ch/fuel/10023396-shell-wuerenlos-wald/de_CH'}"
node,148466654,47.4383077,8.3470877,"{'addr:city': 'Würenlos', 'addr:postcode': '5436', 'amenity': 'fuel', 'branch': 'A1 Würenlos-Limmat', 'brand': 'Shell', 'brand:wikidata': 'Q154950', 'compressed_air': 'yes', 'fuel:adblue': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_100': 'yes', 'fuel:octane_95': 'yes', 'level': '0', 'name': 'Shell Würenlos-Limmat', 'opening_hours': '24/7', 'operator': 'Shell (Switzerland)', 'website': 'https://find.shell.com/ch/fuel/10023369-shell-wuerenlos-limmat/de_CH'}"
node,153289980,47.5389027,7.7343968,"{'alt_name': 'Coop Tankstelle Kaiseraugst', 'amenity': 'fuel', 'branch': 'Kaiseraugst', 'brand': 'Coop', 'name': 'Coop Tankstelle', 'operator': 'Coop Mineraloel', 'wheelchair': 'yes'}"
node,171100087,47.2028273,9.0072882,"{'amenity': 'fuel', 'brand': 'Opel', 'fuel:adblue': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'fuel:octane_98': 'yes', 'name': 'Kessler Garage'}"
node,179047160,47.2326983,8.6143388,"{'addr:city': 'Horgen', 'addr:housenumber': '251', 'addr:postcode': '8810', 'addr:street': 'Zugerstrasse', 'alt_name': 'Tankstelle Svabic Horgen', 'amenity': 'fuel', 'automated': 'yes', 'branch': 'Horgen', 'brand': 'Independent', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'name': 'Tankstelle Svabic', 'opening_hours': '24/7', 'operator': 'Tankstelle Svabic', 'self_service': 'yes', 'website': 'https://www.svabic.ch/', 'wheelchair': 'limited'}"
node,182812681,47.0111586,9.5123249,"{'amenity': 'fuel', 'brand': 'BP', 'check_date': '2023-07-13', 'phone': '+41 81 302 64 47', 'wheelchair': 'yes'}"
node,190344999,47.3795583,9.5445168,"{'addr:city': 'Altstätten SG', 'addr:housenumber': '24', 'addr:postcode': '9450', 'addr:street': 'Rorschacherstrasse', 'amenity': 'fuel', 'brand': 'BP', 'brand:wikidata': 'Q152057', 'compressed_air': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'fuel:octane_98': 'yes', 'name': 'Schöntalgarage', 'opening_hours': '24/7', 'operator': 'BP', 'payment:cards': 'yes', 'payment:notes': 'yes', 'self_service': 'yes'}"
node,194647104,47.4149057,9.6323467,"{'amenity': 'fuel', 'compressed_air': 'no', 'name': 'Coop pronto, Heerbrugg', 'operator': 'Coop'}"
node,201387216,47.4352023,9.1387028,"{'alt_name': 'Coop Tankstelle Uzwil', 'amenity': 'fuel', 'branch': 'Uzwil', 'brand': 'Coop', 'capacity': '4', 'cash_withdrawal': 'postfinance_card', 'cash_withdrawal:fee': 'no', 'cash_withdrawal:purchase_required': 'no', 'cash_withdrawal:type': 'checkout', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'fuel:octane_98': 'yes', 'name': 'Coop Tankstelle', 'operator': 'Coop Mineraloel'}"
node,206380323,47.0438236,8.364317,{'amenity': 'fuel'}
node,207089654,47.2140371,7.7435,"{'amenity': 'fuel', 'fuel:octane_95': 'yes', 'opening_hours': '24/7', 'source': 'knowledge'}"
node,208814607,47.1958318,7.6992632,"{'amenity': 'fuel', 'fuel:adblue': 'yes', 'fuel:cng': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'fuel:octane_98': 'yes', 'name': 'Landi'}"
node,213320801,47.2291296,9.0232582,"{'amenity': 'fuel', 'brand': 'Shell', 'name': 'Shell', 'wheelchair': 'no'}"
node,220030470,47.5023332,8.0316396,"{'amenity': 'fuel', 'brand': 'Tamoil', 'brand:wikidata': 'Q706793', 'fuel:HGV_diesel': 'yes', 'fuel:octane_95': 'yes', 'fuel:octane_98': 'yes', 'name': 'Tamoil', 'opening_hours': '24/7'}"
node,220830818,47.2190519,7.7873795,"{'addr:city': 'Langenthal', 'addr:housenumber': '17', 'addr:postcode': '4900', 'addr:street': 'Murgenthalstrasse', 'alt_name': 'Migrol Langenthal', 'amenity': 'fuel', 'automated': 'yes', 'branch': 'Langenthal', 'brand': 'Migrol', 'brand:wikidata': 'Q1747771', 'brand:wikipedia': 'de:Migrol', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'fuel:octane_98': 'yes', 'name': 'Migrol Service Langenthal', 'opening_hours': '24/7', 'operator': 'Migrol', 'self_service': 'yes', 'shop': 'no', 'website': 'https://www.migrol.ch/de/'}"
node,243881645,47.5882149,8.8857991,"{'addr:city': 'Weiningen TG', 'addr:country': 'CH', 'addr:housenumber': '26', 'addr:postcode': '8532', 'addr:street': 'Hauptstrasse', 'amenity': 'fuel', 'brand': 'Avia', 'brand:wikidata': 'Q300147', 'currency:CHF': 'yes', 'currency:EUR': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'fuel:octane_98': 'yes', 'name': 'AVIA', 'opening_hours': '24/7', 'payment:american_express': 'yes', 'payment:avia_card': 'yes', 'payment:cash': 'yes', 'payment:maestro': 'yes', 'payment:mastercard': 'yes', 'payment:postfinance_card': 'yes', 'payment:visa': 'yes', 'self_service': 'yes'}"
node,244479991,46.8164575,9.2670205,"{'amenity': 'fuel', 'name': 'Coop'}"
node,246650988,47.2300466,8.9620388,"{'addr:city': 'Schmerikon', 'addr:housenumber': '75a', 'addr:postcode': '8716', 'addr:street': 'St. Gallerstrasse', 'alt_name': 'Migrol Schmerikon', 'amenity': 'fuel', 'branch': 'Schmerikon', 'brand': 'Migrol', 'brand:wikidata': 'Q1747771', 'brand:wikipedia': 'de:Migrol', 'name': 'Migrol Service Schmerikon', 'operator': 'Migrol', 'website': 'https://www.migrol.ch/de/'}"
node,247345256,47.2269883,7.8404587,"{'amenity': 'fuel', 'fixme': 'Please check name and brand. Agip becomes Eni. See http://lists.openstreetmap.ch/pipermail/talk-ch/2019-January/009849.html for (german) discussion.', 'name': 'Agip', 'operator': 'Agip'}"
node,247697427,47.6602469,8.8750941,"{'amenity': 'fuel', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'fuel:octane_98': 'yes', 'operator': 'Avia', 'shop': 'convenience'}"
node,247702040,47.7046119,8.8205492,"{'addr:city': 'Ramsen', 'addr:place': 'Petersburg', 'addr:postcode': '8262', 'amenity': 'fuel', 'branch': 'Ramsen Petersburg 343B', 'brand': 'Migrol', 'brand:wikidata': 'Q1747771', 'brand:wikipedia': 'de:Migrol', 'compressed_air': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'fuel:octane_98': 'yes', 'name': 'Migrol Service Ramsen', 'operator': 'Migrol', 'tenant': 'Fam. Rupf AG', 'website': 'https://www.migrol.ch/de/'}"
node,247702174,47.706782,8.820345,"{'addr:city': 'Ramsen', 'addr:place': 'Petersburg', 'addr:postcode': '8262', 'amenity': 'fuel', 'branch': 'Ramsen Petersburg 415', 'brand': 'Migrol', 'brand:wikidata': 'Q1747771', 'brand:wikipedia': 'de:Migrol', 'compressed_air': 'no', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'fuel:octane_98': 'yes', 'name': 'Migrol Tankstelle Ramsen', 'opening_hours': '24/7', 'operator': 'Migrol', 'tenant': 'Fam. Rupf AG', 'website': 'https://www.migrol.ch/de/', 'wheelchair': 'yes'}"
node,247702175,47.7092628,8.8208431,"{'amenity': 'fuel', 'brand': 'Eni', 'brand:wikidata': 'Q565594', 'brand:wikipedia': 'en:Eni', 'name': 'Eni'}"
node,248973336,47.200788,9.3375706,"{'amenity': 'fuel', 'brand': 'Avia', 'brand:wikidata': 'Q300147', 'name': 'Avia'}"
node,249500787,47.374827,8.6428183,"{'addr:city': 'Fällanden', 'addr:housenumber': '41', 'addr:postcode': '8117', 'addr:street': 'Schwerzenbachstrasse', 'amenity': 'fuel', 'branch': 'Fällanden', 'brand': 'SOCAR', 'brand:wikidata': 'Q1622293', 'brand:wikipedia': 'en:SOCAR', 'name': 'SOCAR Fällanden', 'operator': 'SOCAR Energy Switzerland', 'website': 'https://www.socarenergy.ch/'}"
node,251364446,47.5659008,9.0967582,"{'alt_name': 'Coop Tankstelle Thurmarkt', 'amenity': 'fuel', 'branch': 'Weinfelden Thurmarkt', 'brand': 'Coop', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'fuel:octane_98': 'yes', 'name': 'Coop Tankstelle', 'opening_hours': 'Mo-Sa 06:00-22:00, Su 08:00-20:00', 'operator': 'Coop Mineraloel', 'wheelchair': 'yes'}"
node,251364447,47.5629712,9.1047017,"{'addr:city': 'Weinfelden', 'addr:housenumber': '14', 'addr:postcode': '8570', 'addr:street': 'Dufourstrasse', 'alt_name': 'Migrol Weinfelden', 'amenity': 'fuel', 'branch': 'Weinfelden', 'brand': 'Shell', 'brand:wikidata': 'Q154950', 'brand:wikipedia': 'de:Royal Dutch Shell', 'fuel:diesel': 'yes', 'fuel:octane_100': 'yes', 'fuel:octane_95': 'yes', 'name': 'Migrol Service Weinfelden', 'operator': 'Migrol', 'website': 'https://www.migrol.ch/de/'}"
node,251364453,47.5644097,9.0999412,"{'amenity': 'fuel', 'brand': 'Eni', 'fuel:cng': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'fuel:octane_98': 'yes', 'opening_hours': '24/7', 'operator': 'Garage Krapf AG', 'self_service': 'yes', 'website': 'https://www.garage-krapf.ch/'}"
node,251364454,47.5622326,9.1211508,"{'amenity': 'fuel', 'brand': 'BP', 'operator': 'AMAG'}"
node,251540984,47.5101487,8.3679597,"{'access': 'private', 'amenity': 'fuel'}"
